Nome;Telefone;WhatsApp;Email;Especialidade;Cidade;Estado;Fonte
"Dra. Patricia Carvalho Marques";"5565974437730";"https://wa.me/5565974437730";"patricia.carvalho@gmail.com";"Medicina de Família e Comunidade";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Marcelo Pereira Ramos";"5544945918622";"https://wa.me/5544945918622";"marcelo.pereira@saudeintegrativa.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Santos Costa";"5554989775599";"https://wa.me/5554989775599";"roberta.santos@gmail.com";"Fitoterapia Médica / Cannabis Terapêutica";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Fernanda Martins Santos";"5541975832574";"https://wa.me/5541975832574";"fernanda.martins@institutocanabis.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Curitiba";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Renata Barbosa Ramos";"5524932894210";"https://wa.me/5524932894210";"renata.barbosa@drsaude.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Fernando Oliveira Marques";"5562926250195";"https://wa.me/5562926250195";"fernando.oliveira@clinicamedica.com.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Renata Dias Almeida";"5567926370881";"https://wa.me/5567926370881";"renata.dias@outlook.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Beatriz Ramos Mendes";"5532932557261";"https://wa.me/5532932557261";"beatriz.ramos@saudeintegrativa.med.br";"Medicina Integrativa & Funcional";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Beatriz Pereira Lopes";"5516974010545";"https://wa.me/5516974010545";"beatriz.pereira@institutocanabis.med.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Caio Teixeira Pereira";"5583978691826";"https://wa.me/5583978691826";"caio.teixeira@clinicamedica.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Marques Dias";"5565983056074";"https://wa.me/5565983056074";"roberta.marques@saudeintegrativa.med.br";"Fitoterapia Médica / Cannabis Terapêutica";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Mariana Gonçalves Pereira";"5511933103962";"https://wa.me/5511933103962";"mariana.gonçalves@gmail.com";"Medicina Integrativa & Funcional";"São Paulo";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Caio Rodrigues Almeida";"5561947212325";"https://wa.me/5561947212325";"caio.rodrigues@gmail.com";"Medicina de Família e Comunidade";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Thiago Mendes Gomes";"5524963424705";"https://wa.me/5524963424705";"thiago.mendes@drsaude.com.br";"Geriatria & Cuidados Paliativos";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Gabriela Santana Alves";"5516911588563";"https://wa.me/5516911588563";"gabriela.santana@institutocanabis.med.br";"Medicina de Família e Comunidade";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. André Alves Fernandes";"5583927633522";"https://wa.me/5583927633522";"andré.alves@gmail.com";"Geriatria & Cuidados Paliativos";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Carlos Barbosa Ramos";"5561984267782";"https://wa.me/5561984267782";"carlos.barbosa@outlook.com";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Patricia Freitas Vieira";"5584995234029";"https://wa.me/5584995234029";"patricia.freitas@clinicamedica.com.br";"Clínica Médica / Terapia Endocanabinoide";"Natal";"RN";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Natalia Dias Ramos";"5562980949178";"https://wa.me/5562980949178";"natalia.dias@gmail.com";"Geriatria & Cuidados Paliativos";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dr. André Pereira Lima";"5547943550634";"https://wa.me/5547943550634";"andré.pereira@gmail.com";"Medicina Integrativa & Funcional";"Joinville";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Denise Rodrigues Cardoso";"5583960946542";"https://wa.me/5583960946542";"denise.rodrigues@consultoriomed.com.br";"Ortopedia & Traumatologia / Tratamento da Dor";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Almeida Lopes";"5524957034469";"https://wa.me/5524957034469";"roberta.almeida@drsaude.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Murilo Almeida Almeida";"5531928797954";"https://wa.me/5531928797954";"murilo.almeida@outlook.com";"Medicina Canabinoide / Dor Crônica";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Amanda Oliveira Andrade";"5521937971359";"https://wa.me/5521937971359";"amanda.oliveira@institutocanabis.med.br";"Fitoterapia Médica / Cannabis Terapêutica";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Gustavo Carvalho Soares";"5551925872986";"https://wa.me/5551925872986";"gustavo.carvalho@outlook.com";"Clínica Médica / Terapia Endocanabinoide";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Tiago Martins Ramos";"5531995709487";"https://wa.me/5531995709487";"tiago.martins@gmail.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rafael Nascimento Ramos";"5516986953408";"https://wa.me/5516986953408";"rafael.nascimento@saudeintegrativa.med.br";"Fitoterapia Médica / Cannabis Terapêutica";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Mariana Santos Gomes";"5548951638474";"https://wa.me/5548951638474";"mariana.santos@institutocanabis.med.br";"Medicina Integrativa & Funcional";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Nascimento Lopes";"5582936218619";"https://wa.me/5582936218619";"guilherme.nascimento@saudeintegrativa.med.br";"Fitoterapia Médica / Cannabis Terapêutica";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Thais Rocha Moreira";"5524999303676";"https://wa.me/5524999303676";"thais.rocha@saudeintegrativa.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Otavio Mendes Mendes";"5583984337458";"https://wa.me/5583984337458";"otavio.mendes@consultoriomed.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Thiago Teixeira Mendes";"5512977845389";"https://wa.me/5512977845389";"thiago.teixeira@saudeintegrativa.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Bruno Souza Mendes";"5519934075519";"https://wa.me/5519934075519";"bruno.souza@clinicamedica.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Helena Martins Pereira";"5547963001395";"https://wa.me/5547963001395";"helena.martins@clinicamedica.com.br";"Medicina Canabinoide / Dor Crônica";"Joinville";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Ricardo Martins Ramos";"5582973814726";"https://wa.me/5582973814726";"ricardo.martins@saudeintegrativa.med.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Gabriela Fernandes Ferreira";"5543978807934";"https://wa.me/5543978807934";"gabriela.fernandes@consultoriomed.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vitor Nunes Marques";"5532928825962";"https://wa.me/5532928825962";"vitor.nunes@consultoriomed.com.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Nunes Silva";"5521972087227";"https://wa.me/5521972087227";"clarissa.nunes@gmail.com";"Geriatria & Cuidados Paliativos";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Juliana Machado Lima";"5551916028785";"https://wa.me/5551916028785";"juliana.machado@gmail.com";"Medicina Integrativa & Funcional";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Tiago Oliveira Costa";"5516985896763";"https://wa.me/5516985896763";"tiago.oliveira@outlook.com";"Medicina de Família e Comunidade";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Daniel Fernandes Carvalho";"5583920390456";"https://wa.me/5583920390456";"daniel.fernandes@gmail.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Eduardo Souza Ferreira";"5516966060455";"https://wa.me/5516966060455";"eduardo.souza@clinicamedica.com.br";"Geriatria & Cuidados Paliativos";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Murilo Lima Santos";"5548947001738";"https://wa.me/5548947001738";"murilo.lima@drsaude.com.br";"Medicina de Família e Comunidade";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Beatriz Ribeiro Alves";"5571950355597";"https://wa.me/5571950355597";"beatriz.ribeiro@clinicamedica.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Salvador";"BA";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Gabriela Cardoso Silva";"5561979219758";"https://wa.me/5561979219758";"gabriela.cardoso@clinicamedica.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Monica Andrade Cardoso";"5541933460669";"https://wa.me/5541933460669";"monica.andrade@saudeintegrativa.med.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Curitiba";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Daniel Barbosa Martins";"5565999564709";"https://wa.me/5565999564709";"daniel.barbosa@institutocanabis.med.br";"Clínica Médica / Terapia Endocanabinoide";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dr. André Almeida Soares";"5524924974886";"https://wa.me/5524924974886";"andré.almeida@consultoriomed.com.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Rodrigues Moreira";"5547967186198";"https://wa.me/5547967186198";"roberta.rodrigues@institutocanabis.med.br";"Medicina de Família e Comunidade";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Cardoso Gomes";"5544970478369";"https://wa.me/5544970478369";"guilherme.cardoso@consultoriomed.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Ricardo Andrade Cardoso";"5524975956611";"https://wa.me/5524975956611";"ricardo.andrade@clinicamedica.com.br";"Clínica Médica / Terapia Endocanabinoide";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Carlos Machado Silva";"5521925136878";"https://wa.me/5521925136878";"carlos.machado@clinicamedica.com.br";"Clínica Médica / Terapia Endocanabinoide";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Monica Rocha Cardoso";"5547928645737";"https://wa.me/5547928645737";"monica.rocha@institutocanabis.med.br";"Medicina Canabinoide / Dor Crônica";"Joinville";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Camila Marques Dias";"5512985725654";"https://wa.me/5512985725654";"camila.marques@consultoriomed.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Fernando Freitas Santos";"5544916494614";"https://wa.me/5544916494614";"fernando.freitas@consultoriomed.com.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Carlos Soares Carvalho";"5551996459921";"https://wa.me/5551996459921";"carlos.soares@institutocanabis.med.br";"Geriatria & Cuidados Paliativos";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Fabio Lima Lima";"5534988563034";"https://wa.me/5534988563034";"fabio.lima@gmail.com";"Medicina Integrativa & Funcional";"Uberlândia";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Sergio Lopes Nascimento";"5527956267890";"https://wa.me/5527956267890";"sergio.lopes@outlook.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Vitória";"ES";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Camila Freitas Fernandes";"5521935119547";"https://wa.me/5521935119547";"camila.freitas@institutocanabis.med.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vinicius Ribeiro Mendes";"5513988208406";"https://wa.me/5513988208406";"vinicius.ribeiro@saudeintegrativa.med.br";"Medicina Integrativa & Funcional";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vitor Machado Lima";"5512994545731";"https://wa.me/5512994545731";"vitor.machado@gmail.com";"Ortopedia & Traumatologia / Tratamento da Dor";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Daniel Almeida Lopes";"5544951318872";"https://wa.me/5544951318872";"daniel.almeida@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Larissa Barbosa Freitas";"5565970928542";"https://wa.me/5565970928542";"larissa.barbosa@saudeintegrativa.med.br";"Geriatria & Cuidados Paliativos";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Fabio Martins Ramos";"5521992248735";"https://wa.me/5521992248735";"fabio.martins@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Fabio Rodrigues Moreira";"5534950060472";"https://wa.me/5534950060472";"fabio.rodrigues@institutocanabis.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Uberlândia";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Leticia Dias Gonçalves";"5543968604544";"https://wa.me/5543968604544";"leticia.dias@outlook.com";"Fitoterapia Médica / Cannabis Terapêutica";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Larissa Moreira Ribeiro";"5567952725640";"https://wa.me/5567952725640";"larissa.moreira@consultoriomed.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Camila Dias Souza";"5511976965220";"https://wa.me/5511976965220";"camila.dias@saudeintegrativa.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"São Paulo";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Carolina Souza Gonçalves";"5582923187967";"https://wa.me/5582923187967";"carolina.souza@gmail.com";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Natalia Rodrigues Soares";"5567997438982";"https://wa.me/5567997438982";"natalia.rodrigues@institutocanabis.med.br";"Medicina de Família e Comunidade";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Mariana Soares Costa";"5565990060271";"https://wa.me/5565990060271";"mariana.soares@institutocanabis.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Bruna Barbosa Mendes";"5582997594334";"https://wa.me/5582997594334";"bruna.barbosa@drsaude.com.br";"Geriatria & Cuidados Paliativos";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Marcelo Oliveira Gomes";"5551915740635";"https://wa.me/5551915740635";"marcelo.oliveira@clinicamedica.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Patricia Costa Teixeira";"5562975116201";"https://wa.me/5562975116201";"patricia.costa@outlook.com";"Fitoterapia Médica / Cannabis Terapêutica";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Fernanda Rocha Santana";"5521981451797";"https://wa.me/5521981451797";"fernanda.rocha@outlook.com";"Fitoterapia Médica / Cannabis Terapêutica";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Thais Soares Moreira";"5516948670770";"https://wa.me/5516948670770";"thais.soares@gmail.com";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Monica Ramos Souza";"5524976648777";"https://wa.me/5524976648777";"monica.ramos@saudeintegrativa.med.br";"Geriatria & Cuidados Paliativos";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Ana Paula Costa Fernandes";"5516940971086";"https://wa.me/5516940971086";"anapaula.costa@institutocanabis.med.br";"Medicina de Família e Comunidade";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vinicius Gomes Soares";"5571969537277";"https://wa.me/5571969537277";"vinicius.gomes@institutocanabis.med.br";"Medicina Integrativa & Funcional";"Salvador";"BA";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Monica Lima Lopes";"5582932749643";"https://wa.me/5582932749643";"monica.lima@gmail.com";"Fitoterapia Médica / Cannabis Terapêutica";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Amanda Nascimento Oliveira";"5571997287310";"https://wa.me/5571997287310";"amanda.nascimento@gmail.com";"Clínica Médica / Terapia Endocanabinoide";"Salvador";"BA";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Bruna Almeida Santos";"5543911813889";"https://wa.me/5543911813889";"bruna.almeida@clinicamedica.com.br";"Medicina de Família e Comunidade";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Patricia Lima Alves";"5551914492872";"https://wa.me/5551914492872";"patricia.lima@institutocanabis.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Sergio Andrade Pereira";"5582936986989";"https://wa.me/5582936986989";"sergio.andrade@saudeintegrativa.med.br";"Medicina Canabinoide / Dor Crônica";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Denise Almeida Fernandes";"5581943344224";"https://wa.me/5581943344224";"denise.almeida@saudeintegrativa.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Daniela Pereira Ramos";"5524960861493";"https://wa.me/5524960861493";"daniela.pereira@consultoriomed.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Sergio Rodrigues Souza";"5583921646851";"https://wa.me/5583921646851";"sergio.rodrigues@saudeintegrativa.med.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Diego Rodrigues Carvalho";"5551963101258";"https://wa.me/5551963101258";"diego.rodrigues@institutocanabis.med.br";"Medicina Canabinoide / Dor Crônica";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Daniel Moreira Carvalho";"5531995742423";"https://wa.me/5531995742423";"daniel.moreira@outlook.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Ricardo Lima Almeida";"5581948586654";"https://wa.me/5581948586654";"ricardo.lima@outlook.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Sergio Alves Costa";"5548931630756";"https://wa.me/5548931630756";"sergio.alves@consultoriomed.com.br";"Medicina de Família e Comunidade";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Diego Freitas Andrade";"5543995495764";"https://wa.me/5543995495764";"diego.freitas@outlook.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Santos Alves";"5547951857105";"https://wa.me/5547951857105";"clarissa.santos@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Diego Nascimento Nunes";"5532981678095";"https://wa.me/5532981678095";"diego.nascimento@clinicamedica.com.br";"Medicina Integrativa & Funcional";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Daniela Gonçalves Moreira";"5567915272856";"https://wa.me/5567915272856";"daniela.gonçalves@outlook.com";"Medicina Integrativa & Funcional";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Matheus Silva Souza";"5547960983989";"https://wa.me/5547960983989";"matheus.silva@consultoriomed.com.br";"Clínica Médica / Terapia Endocanabinoide";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Monica Barbosa Marques";"5513994113263";"https://wa.me/5513994113263";"monica.barbosa@gmail.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Renato Silva Marques";"5581997338686";"https://wa.me/5581997338686";"renato.silva@institutocanabis.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Juliana Souza Fernandes";"5547912645789";"https://wa.me/5547912645789";"juliana.souza@outlook.com";"Endocrinologia / Modulação Hormonal e Canabinoide";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rafael Soares Freitas";"5521961859744";"https://wa.me/5521961859744";"rafael.soares@drsaude.com.br";"Medicina Integrativa & Funcional";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Marques Costa";"5544949957833";"https://wa.me/5544949957833";"roberta.marques@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Amanda Almeida Freitas";"5583915983469";"https://wa.me/5583915983469";"amanda.almeida@clinicamedica.com.br";"Medicina Integrativa & Funcional";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Renata Teixeira Pereira";"5532975386704";"https://wa.me/5532975386704";"renata.teixeira@institutocanabis.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Fernanda Santana Santana";"5551992319116";"https://wa.me/5551992319116";"fernanda.santana@gmail.com";"Fitoterapia Médica / Cannabis Terapêutica";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Gabriela Pereira Cardoso";"5521921332201";"https://wa.me/5521921332201";"gabriela.pereira@gmail.com";"Fitoterapia Médica / Cannabis Terapêutica";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Sabrina Gomes Rodrigues";"5541983578648";"https://wa.me/5541983578648";"sabrina.gomes@gmail.com";"Geriatria & Cuidados Paliativos";"Curitiba";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Mariana Lopes Mendes";"5562957109281";"https://wa.me/5562957109281";"mariana.lopes@institutocanabis.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vinicius Martins Ramos";"5567977963781";"https://wa.me/5567977963781";"vinicius.martins@gmail.com";"Medicina de Família e Comunidade";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Luciana Vieira Gomes";"5548963689541";"https://wa.me/5548963689541";"luciana.vieira@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rodrigo Lima Marques";"5531952731069";"https://wa.me/5531952731069";"rodrigo.lima@gmail.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Fabio Marques Souza";"5521961356605";"https://wa.me/5521961356605";"fabio.marques@institutocanabis.med.br";"Clínica Médica / Terapia Endocanabinoide";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rafael Nunes Gomes";"5547985920822";"https://wa.me/5547985920822";"rafael.nunes@institutocanabis.med.br";"Medicina de Família e Comunidade";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rodrigo Costa Lima";"5519958233080";"https://wa.me/5519958233080";"rodrigo.costa@gmail.com";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. André Teixeira Costa";"5516979090990";"https://wa.me/5516979090990";"andré.teixeira@drsaude.com.br";"Medicina de Família e Comunidade";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Alexandre Ferreira Martins";"5531927572549";"https://wa.me/5531927572549";"alexandre.ferreira@saudeintegrativa.med.br";"Medicina Integrativa & Funcional";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Amanda Nunes Fernandes";"5547933091939";"https://wa.me/5547933091939";"amanda.nunes@saudeintegrativa.med.br";"Medicina Canabinoide / Dor Crônica";"Blumenau";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Rocha Almeida";"5544976637951";"https://wa.me/5544976637951";"guilherme.rocha@clinicamedica.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leonardo Gonçalves Gonçalves";"5562971844151";"https://wa.me/5562971844151";"leonardo.gonçalves@outlook.com";"Fitoterapia Médica / Cannabis Terapêutica";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Isabela Lopes Vieira";"5527947797875";"https://wa.me/5527947797875";"isabela.lopes@outlook.com";"Medicina de Família e Comunidade";"Vitória";"ES";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Alexandre Lima Freitas";"5562959875775";"https://wa.me/5562959875775";"alexandre.lima@saudeintegrativa.med.br";"Medicina Canabinoide / Dor Crônica";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Priscila Martins Nascimento";"5512936863308";"https://wa.me/5512936863308";"priscila.martins@gmail.com";"Fitoterapia Médica / Cannabis Terapêutica";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
